ensembl_gene_id	hgnc_symbol	gene_biotype	chromosome_name	start_position	end_position	gene_biotype
ENSG00000257962	""	protein_coding	8	86158524	86162077	protein_coding
ENSG00000081014	AP4E1	protein_coding	15	51200869	51298097	protein_coding
ENSG00000073067	CYP2W1	protein_coding	7	1022835	1029276	protein_coding
ENSG00000259316	""	protein_coding	15	64472547	64665980	protein_coding
ENSG00000156299	TIAM1	protein_coding	21	32490734	32932290	protein_coding
ENSG00000119487	MAPKAP1	protein_coding	9	128199672	128469513	protein_coding
ENSG00000183578	TNFAIP8L3	protein_coding	15	51348795	51397473	protein_coding
ENSG00000120251	GRIA2	protein_coding	4	158125334	158287227	protein_coding
ENSG00000166206	GABRB3	protein_coding	15	26788693	27184686	protein_coding
ENSG00000137460	FHDC1	protein_coding	4	153857504	153900848	protein_coding
ENSG00000166803	KIAA0101	protein_coding	15	64657193	64679886	protein_coding
ENSG00000146540	C7orf50	protein_coding	7	1036622	1177896	protein_coding
ENSG00000142168	SOD1	protein_coding	21	33031935	33041244	protein_coding
ENSG00000167306	MYO5B	protein_coding	18	47349183	47721463	protein_coding
ENSG00000153130	SCOC	protein_coding	4	141178440	141306880	protein_coding
ENSG00000099998	GGT5	protein_coding	22	24615622	24641110	protein_coding
ENSG00000140006	WDR89	protein_coding	14	64063757	64108579	protein_coding
ENSG00000179934	CCR8	protein_coding	3	39371197	39375171	protein_coding
ENSG00000164849	GPR146	protein_coding	7	1084212	1098897	protein_coding
ENSG00000151835	SACS	protein_coding	13	23902965	24007841	protein_coding
ENSG00000250361	GYPB	protein_coding	4	144917257	145061844	protein_coding
ENSG00000120158	RCL1	protein_coding	9	4792869	4885917	protein_coding
ENSG00000124222	STX16	protein_coding	20	57226328	57254582	protein_coding
ENSG00000126821	SGPP1	protein_coding	14	64150932	64194757	protein_coding
ENSG00000109654	TRIM2	protein_coding	4	154073494	154260472	protein_coding
ENSG00000269305	""	protein_coding	9	4859120	4859260	protein_coding
ENSG00000144659	SLC25A38	protein_coding	3	39424839	39438842	protein_coding
ENSG00000160972	PPP1R16A	protein_coding	8	145703352	145727504	protein_coding
ENSG00000184056	VPS33B	protein_coding	15	91541646	91565833	protein_coding
ENSG00000130703	OSBPL2	protein_coding	20	60813580	60871268	protein_coding
ENSG00000164125	FAM198B	protein_coding	4	159045626	159094470	protein_coding
ENSG00000177710	SLC35G5	protein_coding	8	11188397	11189717	protein_coding
ENSG00000134508	CABLES1	protein_coding	18	20714528	20840431	protein_coding
ENSG00000168028	RPSA	protein_coding	3	39448180	39454033	protein_coding
ENSG00000132164	SLC6A11	protein_coding	3	10857885	10982419	protein_coding
ENSG00000184608	C8orf12	protein_coding	8	11225911	11296167	protein_coding
ENSG00000088854	C20orf194	protein_coding	20	3229951	3388272	protein_coding
ENSG00000205745	""	protein_coding	7	36118694	36125346	protein_coding
ENSG00000127863	TNFRSF19	protein_coding	13	24144509	24250232	protein_coding
ENSG00000100014	SPECC1L	protein_coding	22	24666786	24813708	protein_coding
ENSG00000109471	IL2	protein_coding	4	123372625	123377880	protein_coding
ENSG00000164850	GPER1	protein_coding	7	1121844	1133451	protein_coding
ENSG00000154319	FAM167A	protein_coding	8	11278972	11332224	protein_coding
ENSG00000151617	EDNRA	protein_coding	4	148402069	148466106	protein_coding
ENSG00000122547	EEPD1	protein_coding	7	36192758	36341152	protein_coding
ENSG00000167081	PBX3	protein_coding	9	128509624	128729656	protein_coding
ENSG00000100982	PCIF1	protein_coding	20	44563267	44576662	protein_coding
ENSG00000027001	MIPEP	protein_coding	13	24304328	24463558	protein_coding
ENSG00000133742	CA1	protein_coding	8	86239837	86291243	protein_coding
ENSG00000258555	SPECC1L-ADORA2A	protein_coding	22	24666866	24838324	protein_coding
ENSG00000156304	SCAF4	protein_coding	21	33043346	33104388	protein_coding
ENSG00000121211	MND1	protein_coding	4	154265801	154336270	protein_coding
ENSG00000138684	IL21	protein_coding	4	123533783	123542224	protein_coding
ENSG00000178381	ZFAND2A	protein_coding	7	1191707	1200395	protein_coding
ENSG00000137869	CYP19A1	protein_coding	15	51500254	51630807	protein_coding
ENSG00000128271	ADORA2A	protein_coding	22	24813847	24838328	protein_coding
ENSG00000103671	TRIP4	protein_coding	15	64679947	64747502	protein_coding
ENSG00000268735	""	protein_coding	13	24322243	24323901	protein_coding
ENSG00000136573	BLK	protein_coding	8	11351510	11422113	protein_coding
ENSG00000164124	TMEM144	protein_coding	4	159122756	159176563	protein_coding
ENSG00000096968	JAK2	protein_coding	9	4985033	5128183	protein_coding
ENSG00000153132	CLGN	protein_coding	4	141309609	141349122	protein_coding
ENSG00000181004	BBS12	protein_coding	4	123653857	123666098	protein_coding
ENSG00000142149	HUNK	protein_coding	21	33245628	33416946	protein_coding
ENSG00000268155	""	protein_coding	9	5077163	5084580	protein_coding
ENSG00000205863	C1QTNF9B	protein_coding	13	24465238	24476794	protein_coding
ENSG00000092445	TYRO3	protein_coding	15	41849873	41871536	protein_coding
ENSG00000180357	ZNF609	protein_coding	15	64752941	64978264	protein_coding
ENSG00000120210	INSL6	protein_coding	9	5131979	5185668	protein_coding
ENSG00000100024	UPB1	protein_coding	22	24863206	24924358	protein_coding
ENSG00000120211	INSL4	protein_coding	9	5231419	5235304	protein_coding
ENSG00000273167	""	protein_coding	13	24553839	24895169	protein_coding
ENSG00000138685	FGF2	protein_coding	4	123747863	123819391	protein_coding
ENSG00000159055	MIS18A	protein_coding	21	33640530	33651380	protein_coding
ENSG00000157103	SLC6A1	protein_coding	3	11034410	11080933	protein_coding
ENSG00000107014	RLN2	protein_coding	9	5299868	5304969	protein_coding
ENSG00000004660	CAMKK1	protein_coding	17	3763609	3798185	protein_coding
ENSG00000136574	GATA4	protein_coding	8	11534468	11617511	protein_coding
ENSG00000151552	QDPR	protein_coding	4	17461884	17513857	protein_coding
ENSG00000254995	STX16-NPEPL1	protein_coding	20	57226490	57290466	protein_coding
ENSG00000172361	CCDC11	protein_coding	18	47753563	47792892	protein_coding
ENSG00000186417	GLDN	protein_coding	15	51633826	51700210	protein_coding
ENSG00000107018	RLN1	protein_coding	9	5334969	5339873	protein_coding
ENSG00000170262	MRAP	protein_coding	21	33664124	33687095	protein_coding
ENSG00000164853	UNCX	protein_coding	7	1272543	1276954	protein_coding
ENSG00000196814	MVB12B	protein_coding	9	129089128	129269320	protein_coding
ENSG00000205693	MANSC4	protein_coding	12	27915671	27924209	protein_coding
ENSG00000198062	POTEH	protein_coding	22	16256441	16287937	protein_coding
ENSG00000130706	ADRM1	protein_coding	20	60877149	60883918	protein_coding
ENSG00000198026	ZNF335	protein_coding	20	44577292	44600833	protein_coding
ENSG00000107020	PLGRKT	protein_coding	9	5357973	5437878	protein_coding
ENSG00000167701	GPT	protein_coding	8	145728356	145732557	protein_coding
ENSG00000134490	TMEM241	protein_coding	18	20777108	21017925	protein_coding
ENSG00000197037	ZSCAN25	protein_coding	7	99214569	99230030	protein_coding
ENSG00000170004	CHD3	protein_coding	17	7788124	7816078	protein_coding
ENSG00000205301	""	protein_coding	4	141363416	141419531	protein_coding
ENSG00000108700	CCL8	protein_coding	17	32646055	32648421	protein_coding
ENSG00000164168	TMEM184C	protein_coding	4	148538534	148593195	protein_coding
ENSG00000226777	KIAA0125	protein_coding	14	106383838	106391825	protein_coding
ENSG00000138867	GUCD1	protein_coding	22	24936406	24951903	protein_coding
ENSG00000215440	NPEPL1	protein_coding	20	57264187	57294294	protein_coding
ENSG00000255394	C8orf49	protein_coding	8	11618896	11620309	protein_coding
ENSG00000120217	CD274	protein_coding	9	5450503	5470566	protein_coding
ENSG00000182957	SPATA13	protein_coding	13	24553944	24881212	protein_coding
ENSG00000130538	OR11H1	protein_coding	22	16448824	16449805	protein_coding
ENSG00000136944	LMX1B	protein_coding	9	129376722	129463311	protein_coding
ENSG00000170917	NUDT6	protein_coding	4	123809852	123844123	protein_coding
ENSG00000163793	DNAJC5G	protein_coding	2	27498289	27504367	protein_coding
ENSG00000198445	CCT8L2	protein_coding	22	17071667	17073700	protein_coding
ENSG00000165046	LETM2	protein_coding	8	38243725	38267045	protein_coding
ENSG00000100028	SNRPD3	protein_coding	22	24951471	25005947	protein_coding
ENSG00000172967	XKR3	protein_coding	22	17264302	17302589	protein_coding
ENSG00000142207	URB1	protein_coding	21	33683329	33765335	protein_coding
ENSG00000129055	ANAPC13	protein_coding	3	134196548	134205558	protein_coding
ENSG00000164877	MICALL2	protein_coding	7	1468101	1499138	protein_coding
ENSG00000256073	C21orf119	protein_coding	21	33765439	33766254	protein_coding
ENSG00000119715	ESRRB	protein_coding	14	76776957	76968178	protein_coding
ENSG00000197646	PDCD1LG2	protein_coding	9	5510545	5571282	protein_coding
ENSG00000185518	SV2B	protein_coding	15	91643180	91844539	protein_coding
ENSG00000154328	NEIL2	protein_coding	8	11627148	11644855	protein_coding
ENSG00000240654	C1QTNF9	protein_coding	13	24881304	24896673	protein_coding
ENSG00000006459	KDM7A	protein_coding	7	139784546	139876835	protein_coding
ENSG00000182077	PTCHD3	protein_coding	10	27687116	27703297	protein_coding
ENSG00000179468	OR9A2	protein_coding	7	142723245	142724282	protein_coding
ENSG00000205850	""	protein_coding	13	24895264	24895566	protein_coding
ENSG00000163655	GMPS	protein_coding	3	155588325	155661815	protein_coding
ENSG00000110958	PTGES3	protein_coding	12	57057127	57082159	protein_coding
ENSG00000225781	OR6V1	protein_coding	7	142749417	142750444	protein_coding
ENSG00000056291	NPFFR2	protein_coding	4	72897521	73013784	protein_coding
ENSG00000166225	FRS2	protein_coding	12	69864129	69973562	protein_coding
ENSG00000169155	ZBTB43	protein_coding	9	129567285	129600489	protein_coding
ENSG00000173401	GLIPR1L1	protein_coding	12	75728419	75764340	protein_coding
ENSG00000215568	GAB4	protein_coding	22	17442826	17489112	protein_coding
ENSG00000121210	KIAA0922	protein_coding	4	154387498	154557863	protein_coding
ENSG00000087448	KLHL42	protein_coding	12	27932953	27955973	protein_coding
ENSG00000184361	SPATA32	protein_coding	17	43331760	43339479	protein_coding
ENSG00000177125	ZBTB34	protein_coding	9	129622944	129648157	protein_coding
ENSG00000159763	PIP	protein_coding	7	142829170	142836839	protein_coding
ENSG00000165959	CLMN	protein_coding	14	95648277	95786243	protein_coding
ENSG00000181374	CCL13	protein_coding	17	32683471	32685629	protein_coding
ENSG00000179387	ELMOD2	protein_coding	4	141445312	141474924	protein_coding
ENSG00000164879	CA3	protein_coding	8	86285665	86361269	protein_coding
ENSG00000088812	ATRN	protein_coding	20	3451687	3631769	protein_coding
ENSG00000196639	HRH1	protein_coding	3	11178779	11305243	protein_coding
ENSG00000270033	""	protein_coding	17	60349848	60360276	protein_coding
ENSG00000034533	ASTE1	protein_coding	3	130732719	130746493	protein_coding
ENSG00000114405	C3orf14	protein_coding	3	62304648	62321888	protein_coding
ENSG00000164169	PRMT10	protein_coding	4	148558936	148605381	protein_coding
ENSG00000236398	TAS2R39	protein_coding	7	142880512	142881528	protein_coding
ENSG00000249581	CLRN2	protein_coding	4	17516788	17528727	protein_coding
ENSG00000127399	LRRC61	protein_coding	7	150019728	150035239	protein_coding
ENSG00000128802	GDF2	protein_coding	10	48413092	48416853	protein_coding
ENSG00000166979	EVA1C	protein_coding	21	33784314	33887707	protein_coding
ENSG00000179674	ARL14	protein_coding	3	160394948	160396233	protein_coding
ENSG00000112304	ACOT13	protein_coding	6	24667263	24705293	protein_coding
ENSG00000163728	TTC14	protein_coding	3	180319918	180335616	protein_coding
ENSG00000107623	GDF10	protein_coding	10	48425815	48438976	protein_coding
ENSG00000159199	ATP5G1	protein_coding	17	46970127	46973233	protein_coding
ENSG00000163590	PPM1L	protein_coding	3	160473390	160796695	protein_coding
ENSG00000176463	SLCO3A1	protein_coding	15	92396925	92715665	protein_coding
ENSG00000165097	KDM1B	protein_coding	6	18155560	18224084	protein_coding
ENSG00000130702	LAMA5	protein_coding	20	60883011	60942368	protein_coding
ENSG00000087494	PTHLH	protein_coding	12	28111017	28125638	protein_coding
ENSG00000186297	GABRA5	protein_coding	15	27111510	27194354	protein_coding
ENSG00000188707	ZBED6CL	protein_coding	7	150026938	150029808	protein_coding
ENSG00000172421	EFCAB3	protein_coding	17	60447579	60493837	protein_coding
ENSG00000183770	FOXL2	protein_coding	3	138663066	138665982	protein_coding
ENSG00000145375	SPATA5	protein_coding	4	123844229	124240605	protein_coding
ENSG00000135519	KCNH3	protein_coding	12	49932940	49952091	protein_coding
ENSG00000214643	DEFB133	protein_coding	6	49913814	49917157	protein_coding
ENSG00000136697	IL1F10	protein_coding	2	113825547	113833427	protein_coding
ENSG00000104267	CA2	protein_coding	8	86376081	86393722	protein_coding
ENSG00000180304	OAZ2	protein_coding	15	64979772	64995480	protein_coding
ENSG00000184992	BRI3BP	protein_coding	12	125478246	125515777	protein_coding
ENSG00000174099	MSRB3	protein_coding	12	65672423	65882024	protein_coding
ENSG00000170180	GYPA	protein_coding	4	145030457	145061904	protein_coding
ENSG00000177684	DEFB114	protein_coding	6	49927962	49931818	protein_coding
ENSG00000240764	PCDHGC5	protein_coding	5	140868808	140892546	protein_coding
ENSG00000106538	RARRES2	protein_coding	7	150035408	150038763	protein_coding
ENSG00000242220	TCP10L	protein_coding	21	33948862	33959683	protein_coding
ENSG00000107816	LZTS2	protein_coding	10	102756375	102767593	protein_coding
ENSG00000152766	ANKRD22	protein_coding	10	90581889	90611575	protein_coding
ENSG00000166831	RBPMS2	protein_coding	15	65032091	65067786	protein_coding
ENSG00000204335	SP5	protein_coding	2	171571861	171574588	protein_coding
ENSG00000265590	""	protein_coding	21	33951132	33984591	protein_coding
ENSG00000153266	FEZF2	protein_coding	3	62355356	62359999	protein_coding
ENSG00000213639	PPP1CB	protein_coding	2	28974506	29025806	protein_coding
ENSG00000206262	C3orf72	protein_coding	3	138666076	138672293	protein_coding
ENSG00000204334	ERICH2	protein_coding	2	171640296	171655481	protein_coding
ENSG00000144026	ZNF514	protein_coding	2	95813075	95831158	protein_coding
ENSG00000109424	UCP1	protein_coding	4	141480588	141489959	protein_coding
ENSG00000177663	IL17RA	protein_coding	22	17565844	17596583	protein_coding
ENSG00000135919	SERPINE2	protein_coding	2	224839829	224904036	protein_coding
ENSG00000206260	PRR23A	protein_coding	3	138722804	138725110	protein_coding
ENSG00000167100	SAMD14	protein_coding	17	48187404	48207246	protein_coding
ENSG00000164209	SLC25A46	protein_coding	5	110073837	110100857	protein_coding
ENSG00000107036	KIAA1432	protein_coding	9	5629025	5776557	protein_coding
ENSG00000102699	PARP4	protein_coding	13	24995064	25086948	protein_coding
ENSG00000108819	PPP1R9B	protein_coding	17	48211104	48227991	protein_coding
ENSG00000159079	C21orf59	protein_coding	21	33964389	33985176	protein_coding
ENSG00000263020	""	protein_coding	6	31633879	31641323	protein_coding
ENSG00000092108	SCFD1	protein_coding	14	31091318	31205018	protein_coding
ENSG00000112667	DNPH1	protein_coding	6	43193367	43197222	protein_coding
ENSG00000095564	BTAF1	protein_coding	10	93683526	93790082	protein_coding
ENSG00000268400	""	protein_coding	19	7694682	7707934	protein_coding
ENSG00000167700	MFSD3	protein_coding	8	145734457	145736596	protein_coding
ENSG00000099246	RAB18	protein_coding	10	27793197	27831143	protein_coding
ENSG00000079459	FDFT1	protein_coding	8	11653082	11696818	protein_coding
ENSG00000183307	CECR6	protein_coding	22	17597189	17602257	protein_coding
ENSG00000124562	SNRPC	protein_coding	6	34725183	34741571	protein_coding
ENSG00000002549	LAP3	protein_coding	4	17578815	17609595	protein_coding
ENSG00000108702	CCL1	protein_coding	17	32687347	32690250	protein_coding
ENSG00000240053	LY6G5B	protein_coding	6	31637944	31641553	protein_coding
ENSG00000235478	""	protein_coding	22	17602476	17612994	protein_coding
ENSG00000156140	ADAMTS3	protein_coding	4	73146686	73434516	protein_coding
ENSG00000269018	""	protein_coding	11	65358665	65359947	protein_coding
ENSG00000174083	PIK3R6	protein_coding	17	8706041	8770994	protein_coding
ENSG00000137462	TLR2	protein_coding	4	154622652	154626851	protein_coding
ENSG00000234769	WASH4P	protein_coding	16	64043	69452	protein_coding
ENSG00000197322	C17orf102	protein_coding	17	32901142	32906388	protein_coding
ENSG00000130522	JUND	protein_coding	19	18390563	18392432	protein_coding
ENSG00000198879	SFMBT2	protein_coding	10	7200586	7453450	protein_coding
ENSG00000268797	""	protein_coding	19	41307202	41404187	protein_coding
ENSG00000182256	GABRG3	protein_coding	15	27216429	27778373	protein_coding
ENSG00000182923	CEP63	protein_coding	3	134204585	134293859	protein_coding
ENSG00000197548	ATG7	protein_coding	3	11313995	11599139	protein_coding
ENSG00000211450	C11orf31	protein_coding	11	57508825	57510986	protein_coding
ENSG00000006837	CDKL3	protein_coding	5	133541305	133706738	protein_coding
ENSG00000186074	CD300LF	protein_coding	17	72690452	72709117	protein_coding
ENSG00000163064	EN1	protein_coding	2	119599747	119605254	protein_coding
ENSG00000082153	BZW1	protein_coding	2	201675317	201688569	protein_coding
ENSG00000173338	KCNK7	protein_coding	11	65360326	65363467	protein_coding
ENSG00000175348	TMEM9B	protein_coding	11	8968841	8986558	protein_coding
ENSG00000181291	TMEM132E	protein_coding	17	32907768	32966337	protein_coding
ENSG00000180316	PNPLA1	protein_coding	6	36210980	36276372	protein_coding
ENSG00000089127	OAS1	protein_coding	12	113344582	113369990	protein_coding
ENSG00000138134	STAMBPL1	protein_coding	10	90639491	90734910	protein_coding
